varietal,description,color,encoded,parsed
Grenache,cherries raspberries currants vanilla honey red,red,7,cherries raspberries currants vanilla honey red
Grenache,layers lilacs meld dried petals cinnamon concentrated hibiscus rind tea sanguine starts evolves dried thyme framed lush texture red,red,7,layers lilacs meld dried petals cinnamon concentrated hibiscus rind tea sanguine starts evolves dried thyme framed lush texture red
Grenache,shade steinwachs proving inviting faint bubblegum oomph provencal tightness red,red,7,shade steinwachs proving inviting faint bubblegum oomph provencal tightness red
Grenache,generously softly layered explosion raspberry jammy consistency red,red,7,generously softly layered explosion raspberry jammy consistency red
Grenache,sort imagines gulped downbig burly mouth accented earthy red,red,7,sort imagines gulped downbig burly mouth accented earthy red
Grenache,likely cherries pomegrantes likeable silkiness ready red,red,7,likely cherries pomegrantes likeable silkiness ready red
Grenache,mourvedre violets raspberry plum assorted herbs plum raspberry retaining pleasing increases additional red,red,7,mourvedre violets raspberry plum assorted herbs plum raspberry retaining pleasing increases additional red
Grenache,cinnamon meets petal dried violets veteran tasty overly complex earthy fennel red,red,7,cinnamon meets petal dried violets veteran tasty overly complex earthy fennel red
Grenache,keeps aroma color lighter colored recall cherries resemble blackberries firm texture satisfyingly broad generous red,red,7,keeps aroma color lighter colored recall cherries resemble blackberries firm texture satisfyingly broad generous red
Grenache,driven stuffing punched shadings linger red,red,7,driven stuffing punched shadings linger red
Grenache,color strikes tones tannic weight warmth red,red,7,color strikes tones tannic weight warmth red
Grenache,interesting earthy licorice imparts substantial tannin beneath rendering red,red,7,interesting earthy licorice imparts substantial tannin beneath rendering red
Grenache,extremely tight minerally pith lemongrass typically zesty papaya underripe flashes tropicality remaining tight red,red,7,extremely tight minerally pith lemongrass typically zesty papaya underripe flashes tropicality remaining tight red
Grenache,terribly variety blender proves dimensional blueberry red,red,7,terribly variety blender proves dimensional blueberry red
Grenache,beautifully pomegranate petals hibiscus sonja magdevski focusing exclusively firmer expected lighter carrying impressive delicate grippy red,red,7,beautifully pomegranate petals hibiscus sonja magdevski focusing exclusively firmer expected lighter carrying impressive delicate grippy red
Grenache,hot softness jammy ripeness raspberry pastry red,red,7,hot softness jammy ripeness raspberry pastry red
Grenache,opening rubber holds lively plum currant finally somewhat meaty frills red,red,7,opening rubber holds lively plum currant finally somewhat meaty frills red
Grenache,combination alcohol residual sugar excessively glyceriney taste fabulously raspberry vanilla cinnamon flamboyant red,red,7,combination alcohol residual sugar excessively glyceriney taste fabulously raspberry vanilla cinnamon flamboyant red
Grenache,raspberries cherries whipped addictively drinkable problems encounters irrepressible appeal red,red,7,raspberries cherries whipped addictively drinkable problems encounters irrepressible appeal red
Grenache,disappointing follow outstanding moves past raisins stiff drying alcohol carries soon likely red,red,7,disappointing follow outstanding moves past raisins stiff drying alcohol carries soon likely red
Grenache,feminine generous raspberry jammy alcohol red,red,7,feminine generous raspberry jammy alcohol red
Grenache,aroma interwoven violets dried herbs supple balanced followed herbal red,red,7,aroma interwoven violets dried herbs supple balanced followed herbal red
Grenache,chunky hawaiian unctuous raspberry melon longer edgy red,red,7,chunky hawaiian unctuous raspberry melon longer edgy red
Grenache,flavorful unusual raspberry red,red,7,flavorful unusual raspberry red
Grenache,makes experimental opting result unique lemon petals followed lively energetic powered worth tracking seeking completely different red,red,7,makes experimental opting result unique lemon petals followed lively energetic powered worth tracking seeking completely different red
Grenache,modern appealing cinnamon vanilla starbucks red,red,7,modern appealing cinnamon vanilla starbucks red
Grenache,carpinteria rick plums dried oregano cooked beef hoisin lush remain present cardamom espresso exotic spices depth plum red,red,7,carpinteria rick plums dried oregano cooked beef hoisin lush remain present cardamom espresso exotic spices depth plum red
Grenache,reveals perfumed potpourri savory spices peat equal dense chewy savory quit red,red,7,reveals perfumed potpourri savory spices peat equal dense chewy savory quit red
Grenache,brightly aromatic candied raspberries freshly herbs cranberry plump glide red,red,7,brightly aromatic candied raspberries freshly herbs cranberry plump glide red
Grenache,lightest color possible tempting vibrant mouthwatering grapefruit essentially alive red,red,7,lightest color possible tempting vibrant mouthwatering grapefruit essentially alive red
Grenache,delivering sharp defined tight focused mixing lemon built neutral twice highlights toast latte red,red,7,delivering sharp defined tight focused mixing lemon built neutral twice highlights toast latte red
Grenache,lighter color fairly duty cinnamon hotter alcohol suggests licorice caramel scotch kirsch consume red,red,7,lighter color fairly duty cinnamon hotter alcohol suggests licorice caramel scotch kirsch consume red
Grenache,brimming heightened texture complex satisfying making grenaches red,red,7,brimming heightened texture complex satisfying making grenaches red
Grenache,stems neutral brings hedonistic intellectual enjoyment lighter color intriguing dried herbs elegantly styled suggest appealing red,red,7,stems neutral brings hedonistic intellectual enjoyment lighter color intriguing dried herbs elegantly styled suggest appealing red
Grenache,intensely follow expand excellent grip depth plum kirsch concentrated pop refined red,red,7,intensely follow expand excellent grip depth plum kirsch concentrated pop refined red
Grenache,necessarily denying sophisticated personality pomegranate tinged earthiness texture lush sleek spite alcohol red,red,7,necessarily denying sophisticated personality pomegranate tinged earthiness texture lush sleek spite alcohol red
Grenache,sophisticated weight firm texture different dishes mushrooms fowl beef red,red,7,sophisticated weight firm texture different dishes mushrooms fowl beef red
Grenache,thyme oregano herbs hibiscus pomegranate sour mulberries providing red,red,7,thyme oregano herbs hibiscus pomegranate sour mulberries providing red
Grenache,leather licorice dipped strawberries combine heady focused tingling runs balsamic vinegar extract held steady presentation red,red,7,leather licorice dipped strawberries combine heady focused tingling runs balsamic vinegar extract held steady presentation red
Grenache,candied lilac kola nut sandalwood lush wound tightly overpowering revealing allspice red,red,7,candied lilac kola nut sandalwood lush wound tightly overpowering revealing allspice red
Grenache,mysteriously inviting cinnamon toast mace plums decorated mulled licorice sandalwood red,red,7,mysteriously inviting cinnamon toast mace plums decorated mulled licorice sandalwood red
Grenache,standpoint extraordinarily nicely firm neutral adds red,red,7,standpoint extraordinarily nicely firm neutral adds red
Grenache,tight rubbery depth herbal tea accent generic raspberry plum salty choppy red,red,7,tight rubbery depth herbal tea accent generic raspberry plum salty choppy red
Grenache,vibrant raspberry freshly plucked herbs pretty zac wasserman starts unexpected richness rides waves sandalwood dried petals thyme mouthwatering altogether lively red,red,7,vibrant raspberry freshly plucked herbs pretty zac wasserman starts unexpected richness rides waves sandalwood dried petals thyme mouthwatering altogether lively red
Grenache,vanilla coconut variety bring plenty appeal red,red,7,vanilla coconut variety bring plenty appeal red
Grenache,color drinks spritzy weighty ponderous red,red,7,color drinks spritzy weighty ponderous red
Grenache,brings hint quick start tails red,red,7,brings hint quick start tails red
Grenache,compelling petal candied boysenberry hibiscus reduction vanilla brioche rugged salinas firmly structured petals berries fennel pollen chaparral red,red,7,compelling petal candied boysenberry hibiscus reduction vanilla brioche rugged salinas firmly structured petals berries fennel pollen chaparral red
